 敢 保证  辈子 不 病 纯粹 直接 力 常常 感叹  电影 只  电影   看 样  佳作  感慨  电影 不 只 电影 衷  希 部 电影 大卖 成 话题 成 榜样 成 国产电影 最   ,1
王传君  不  外人 理解  坚持 都   刻   完美 释放  不 关谷 神奇   王传君  看 使 旧 烂片 云 只 还 怕 极少  人 坚持 中国 影视  终 还 中 生出  茁壮  根  不 药神 治不好  世界   改变 点 总  会 好 ,1
 不 中国 版 达拉斯 买家 俱乐部  中国  真实 事件 改编  中国 电影  属    电影 不 知道  去 百度 下 陆勇,1
然 算不上 杰作 放 豆瓣 语境 下  部 时今日 终 拍 出  国产 高分 韩国 电影  现实 题材 拍 商业 类型 片 社会 意义 摆  群戏  处理  相 不错   国家 言 样  电影  部  部 走 步  步,1
最大  病 实  穷病 真  感动  整体 都 很 成熟   些许 韩片  影子  演员 表演 都 非常 出色 看性  内  表达 都 不错  世界 最 荒诞  越 贴近 真实 真实 越 荒诞 人  生 太 不易  最后 王传君 加油 ,1
文 牧野 眼睛 太毒  观众  笑 点 泪点 痛点   牢牢 抓住 徐峥 现 不 拼 演技 开始 掏心 炸 肺放脱   药物  中国 绝   不 说   电影 说    说   不 显山 不漏水  说    不 说  讲   现实  看 电影 后 才 会 明白 实  超现实 最佳,1
小时候 路 家 药店 门口  联 写  只 愿 世间 无 疾病 愁 架上 药染尘,1
今后 都 会 越越 好  希  天 早点  口罩 成 符号 不 雾 霾  人性  仪式 结尾 竟然 看 辛德勒 名单 样  救赎 通俗 感人 上海 电影节 首映 哭 倒 片 基 真实 事件 改编  社会 意义 加 分 许  不 药神  中国   摔跤  爸爸   印度   看  不错 实 只  病  穷病,1
人生 建议  买 零食 吃不下 ,1
王传君 终 做   正确  决定 没 去 参演 部 死 妈 电影,1
   举动  会 改变 人  生 酒 领班  爱上  钢舞,1
炸裂 哭成 狗  观影 体验 上 看  达拉斯 买家 俱乐部 好 间 隔  差不 五 动物 世界 导演 处女作   完成度 只 说 剧 实 太好  爸爸   药神  受益  否  应 房子  没  感谢 ,1
电影  做  好 部 电影 都 做  剩下    时代 不  更好   刚刚 历   时代 巨变 洪流 中  无数 样  小人物  时代 洪流 中 艰难 生存  时  竭力 不 丢失   灵魂 终  样 部 电影   够 看 时代 看 善意 看 希 希 部 电影     时代 善,1
 句 家 还 没 病人 泪流满面 感叹 生命  穷病 面前 无药 救 感慨 中国 终   属     力量  电影  演员 都 非常 出色 近年 最好  群 表演 请 记住 些 电影 人浩文 牧野 徐峥 周围 王传君 谭卓章宇 杨新铭 王砚辉  电影 还  希  愿 中国  电影 越越 好 谢谢,1
特效  真实 人性 特技  上映 成功,1
 想 活下去   什 罪  妆 都 哭 花   主演  演绎 太走心  特  徐峥  王传君 感觉 成 精  仅   镜头  老奶奶  贡献  催人泪下  精彩 演绎 提醒 大家 定  带 纸巾 定  带 纸巾 定  带 纸巾 回头 会 写  走心  长评,1
 才 岁 想 活命  什 罪,1
  想 实名 表扬 下 王传君 内 青年 演员 里 竟然    会 演戏  很 卖力  实力派 演员   搁  好莱坞   下 座 奥斯卡 最佳 男配  样  现实主义 题材 电影 果 编剧 不 韩家 女    拍摄 许证 都  不 审 更 没戏   国内  审查 制度 下 没  复制 性 样  电影  看 珍惜 ,1
三星 电影 优缺点 都 很 明显 加 星  很 佩服 创作 戴 脚镣 跳舞 时 挟带  私货 表面 上 实 很 媚俗  迎合  审查  时     不 说 都 藏   全片   角落 只 露出  点点  心  共鸣  观众 够 心领神会   海斯 法典 时期  美国 电影 样  观影 添  层 乐趣,1
会 逗  笑 会    哭 王传君 吃火锅 最后 面 徐峥 段   嬉皮笑脸  嘴角 抽搐 再  心碎 无奈 推门  出微 表情 捏 位 太好,1
 反感 类 戴  批判 现实主义 帽子  电影 却 使  大量 讨好 大众  商业片 常 媚俗 技巧  重点 表现  笑 点  哭 点  意 设计  剧作 方面 最大  问题  徐峥  转变 缺乏 说服力 缺乏 震撼 力度 人性 恶 看不 人性 善 很 牵强,0
微妙   谄媚 审查 机制  迎合 市场需求 间 取 平衡 看似 蜻蜓点水   法理  人情 间 徘徊  作  番 试探性 反思 却 无 精明   通  政府  结尾 法制宣传   主角  神性   赋予   两极   承受  无 社会  道义上  道德 指责 股脑儿  推  大 资 质 上  取巧  推卸责 行,0
  高压 审查 下变  味儿  作品 整部 片子 里 都  好人  外国 奸商  坏蛋 观众 感动  塌糊涂 再 看 完 结局 字幕 药进 医保  吃 下  颗 廉价  效  安慰剂   问题 中国 进口药  高价  外商 定价  锅 牵扯  版权  更人 难免 浮想联翩,0
 吹   陆勇案  好  原型 事 做 底子 却 拍成  超 长春 晚 小品 先  段子 笑料 堆砌 后 催泪 煽情 沾  题材  光 实 没什 货真价实  东西 人物  转折  情节 设计  功性  指性  非常 套路 事 讲 都 差强人意 更 遑 社会 批判   赵山  小品 说 真 没  行车 看看 报道  不好 笑 远    启发,0
完全 没 讽刺  意思  觉 做  段 儿带 上海 腔  催泪 快板儿 书 挺 煽   电影 意识 没找 见 不 今 去 影院 看 电影 大家 都 不 后  还 没 ,0
极 不 舒服  现实 消费  还 恶劣,0
 九分  不 针 部 电影  基 创作     题材 表现  社会 现实意义 大  电影 里   东西 拍 成 样,0
 看见 草坪 上 奔跑  孩子  流下  两行 前后 紧密 相  热泪  行  说 看见  孩子  草 上 奔跑 好   二行  说    人类    草 上 奔跑  孩子   感动 好    复制  没错 部 电影 太 媚俗   看 完  只会 觉  定   挣钱 ,0
程勇  脸  七月  天 说 变  变 人物 行 逻辑 全没 毛病  最大  逻辑 毛病  张 院士 干架 场 戏 完全  胡 正反 派 说唱 脸谱 药价 贵 药价 贵 药价   贵 洞悉 人性 拉倒  家 没 病人  昭然揭 利 理 心 搞场 社会 宣泄 罢 影 更 提,0
 导演 直接  剧情 糊   脸上 观感   张 院长  台上 滔滔不绝  介绍 德国 格 列,0
韓國 商業片  路子 中國 特色  結局  麽 煽情  麽 來 中 囧,0
浩   洗白  不 题材 好   瞎  拍,0
现实 题材 具  社会 意义  片子 加 分 不少  戏剧化 改编 上 存 不少 瑕疵 剧情 走 重 升华 人物 塑造 都 太 正面 化 煽情 尤 太 果  再 克制 点 更好 类型 上 实 仍  大陆  套 看  原型 人物 陆勇  特稿 后 解  案 曾  官方 做 正面 典型  宣传  影迷  诟病  广电 式 结尾 实  膜 膜 徐峥,0
走   辛德勒 名单  路子 惜 不敢  老虎 只  老虎  默许 下  狐狸 揍  顿  极大  削弱  电影  力量   韩影    不,0
中国 电影  道 填空题 讨厌 辛德勒  名单,0
抄袭 抄袭 抄袭  麻烦 清醒 点,0
社会主义 初级阶段  电影 电影院 里 男女老少  啜泣声  结束  马上 跑 出   表示 十分 恐怖 星 原 实  困惑 什  星,0
先   轻易 感动  稀里 再   觉  救命 药 关税 都  恩赐  时雨 宣宣 水准 时俱进 中 人 好 拍电影,0
电影 很 好看 节奏  很 好 演员  很 好  看 完 电影 发现 遭  张 罚单  星,0
 摄影机 调度 上  看出 导演  具备 电影 语言 觉性     国产 商业片 中 实属 罕见  惜 些 低俗 谄媚  类型化 桥段 使 影片 割裂 开 破坏  应 建立  现实 深度  趋 造作  虚假 时  类型化  改编 策略 导致  二元 立  思维 导  不利 反思 事件 身  谓  社会 意义 身  沦 虚假,0
名 王 思聪  样  体验 表面 上  喜剧片 实 内 无 黑暗 钱   最 高傲 强势  理 俯首帖耳   最 思想 崇高  教育家 唯命   股神 陪  吃饭   王力宏 去 家 开 演唱会  钱 样     实现 最 不  实现  梦想    追 最 不  追  女生     高不攀  球队 踢球   朋友  生命危险  时候  力 救钱  王八蛋 钱   救命 药 钱 后 瞎  投  股票 都  增值 瞎  投  项目 都  爆 赚钱   繁殖 力 样 越 越     样  些 告诉  钱 不 重 平平淡淡 才  真 电影 只 毒 鸡汤  提倡 钱 很 重 钱  做 想 做  事 钱  提高 实现 梦想  率 号召 大家 认真 工作 努力 赚钱  电影 不才  正确  价值观  电影 只 说  人人 都 知道  人人 都 不 愿意 接受  事,1
丧   夏天 终  部    全程 爆笑  电影  开心 麻花 出品 必属 黑马 求 后 年 暑假 都  部  影片  彩蛋 极  包括   换掉  马丽  冬梅 大桥 出现  片中 通 片 开心 麻花   建立 属   喜剧 宇宙 恭喜 沈  已 找  扮演 喜剧 人物  最佳 节奏  分寸 感,1
  电影院 笑 嗝 屁   说 不想  气氛 哄  儿  夏竹 好好看 好好 看看  还 剩 少 钱  次 听说 守门员  跑  远  踢   晚上 蹲厕  开门 夏竹 蹲 儿  结尾  严格 说 实  应   二奶 真 猝不防   设定 不错 喜剧 不再 只 抖 包袱  外衣  笑点 都 围 核心 主题 转才  真 喜剧,1
实   不 懂   现 人  求   高  人家 纯粹    逗  开心    事 不 觉   伟大 ,1
天 负 量 刷屏   部 电影   开怀大笑 俩 小时 已  难贵  夏洛特 玩 穿越 铁拳 玩 性 互换 西虹市  高 概念 上 玩  更 天败 光 亿  人  金钱  欲 放 最 夸张 最 极端  情境 下 展示 开怀大笑 后 还  思 功德圆满 ,1
 团队  剧  磨  设计 还  定 功力  总体 很 接 气 喜剧 最高 境界    看出 泪呐 笑 点 密集  背后   普通人  烦恼 时候 痛快  做  败家 玩意儿 ,1
很久没  动  部 电影  五星  看 完西虹市 首富 后 非常 激动 两位 导演 磨  剧 近 满分 沈  宋芸桦    非常  恶搞  爱  电影 中  喜剧 笑点 张弛 度 真 做   观众 笑  哭 相 部 电影 夏洛特 烦恼 人感觉 片 完美 超越 期 最终  票房 成绩 ,1
相  夏洛 文 更 出色  西虹市  电影 感更强 整 作品 更 立体 闫非 彭大魔 作 电影 导演  进步 很大  全程 彩蛋 笑点 密集   猛虫 江 撞  半 演员  却   好笑 十倍  演员 不 应  烂片 背锅  演员  集体 减肥   常远 都 肿  张鸣 肿成 球 沈  没消 肿,1
    讨厌 低俗 文化  人  果 什 东西  都 觉 低俗 生活  够 无聊 ,1
孙子 接受 项 挑战  小 目标 主题  赚  亿  花光 十 亿  更难 部 电影 告诉  答案 算 今夏 最 趣  电影  旧  夏洛特 烦恼 样 日常 の 不   爆笑 励志 算 不 走 寻常路  高档 爆米花 作品   中 掺入  心灵鸡汤 格调 不高  真 好笑  沈 真不错 宋芸桦  亮点 二奶 笑 喷 里面  处 夏洛特  彩蛋  出租车 司机  冬梅 大桥 看 还 真  世界观  作品,1
开心 麻花 前 作 羞羞  铁拳 夏洛特 烦恼  电影 化 程度 上  提升 贫穷 限制 想象力  百万英镑 表达 相似 主题  阶层 撞  构建  更 荒诞 戏谑  癫狂 火 时  贴合 时代  讽刺,1
贫穷 真 会 限制   想象力  无法 想象   人 拥 三百 亿时  想 花 光 十 亿  真   想  赚 十 亿 困难    近 三百年  资 发展 历史 里 钱 永远  赚钱   生产力 果  认 钱   高 甚 唯  标准    永远  钱  奴隶   无  拥 少 钱,1
 绝   黑   水平 少  上 笑点 点 不   麻花 作品   缩水 品质  保持 住  ,1
满分 笑 人,1
非常 好看  爆笑 喜剧 看  人 笑  停不下 主题深刻 令人 笑  后   深思,1
花光 亿费  大劲 西虹市  没 搞 电影   还 不够 拍俩 修罗 ,1
部 喜剧  人 直 乐  已 很 格  没 必 直 抓  什 内涵 意义 价值观 不 放 况   不 没 内涵 意义 价值观  资 市场  荒唐 度 营销 带  诡异 效果 现代人  健康 尤  肥胖  焦虑 都    些 人 根 看 不 明白 电影 里 夸张  讽刺 硬  理解 成 恶俗  意淫 不 活 去 电影院 找 尴尬  不 痛快 ,1
不 懂 什  恶俗 滥俗  求   高 荒诞 身   脱现实   玩  嘲弄 真  部  开怀大笑  电影  喜剧  悲剧 人物 内核  握  很 好 美中不足  人物  意外事件  身 梦想 没 直接  联系  驱动 果   足球 梦想 上 架构 下 文章  好   瑕不掩瑜   笑  肚子疼 已 够 ,1
钱 真  欲 好笑    什 低俗 不 低俗 ,1
 世界    富人 只会 越越 富   穷人 只求  守住   分 不  底裤 都 输掉  好,1
恶俗 闹剧 全片  笑 点 都 很俗 事 主线 略  没 拜金 没 错  学 狗  表现 拜金  段 真   惊呆   足球 梦想 煽情 太 度 尴尬 出 天际  很 想    颗 星   想 里面 恶俗  点 臣妾  做 不  颗 星 宋芸桦  王力宏,0
开心 麻花 片子  老 问题 剧情 分裂 建立  设定 猛 耍宝 很 耍宝 很 很 常 没 新意  好玩 好笑 剧情 发展 差点  无谓   情节 中 最 基  时间 概念  没 考虑 使 做 做文章,0
  言 最大  看点  看 男主 肆无忌惮  挥霍 财产  穷 屌丝   点 爽文  生理 快感   快感 很快  行  重复  削弱    进入  正  煽情  讽刺 环节 时 垮  球场 戏尬    头 扭   剧 实  出彩  点  导演  选取  展现 方  浮夸  浮夸  笑 点 上     却  电影 天马行空  些 不理喻 难 共情 夏洛特 烦恼  不 写实  舞台化  少 还  接 气  碗 面西虹市 只 钱 飘 满天  钱  钱     不值钱 ,0
 羞羞  铁拳 样  完成度 都 达 不 只 剩  恶俗  吃  口 屎 还 噎  喉咙 里,0
尴尬 极点  笑 点 波浪 线 样  剧情,0
十 亿元 很难 花掉  投资 部 修罗 瞬间  赔光    设定 太 没 说服力 ,0
太 难看  真 难看   春晚 小品  修罗 都 难看  羞羞  铁拳 提鞋 都 不配  终 知道 什 王力宏 演唱会 门票 折 都 卖不出去,0
 低俗  喜剧 难看 极 隔靴搔痒  电影  众取宠 还 什  分  豆瓣 没 办法  零分,0
 定律  喜欢  片名 上 玩 谐音 梗  国产电影  烂片,0
 传播  什 价值观 现  孩子  毒害  还 不够   不 药神 人家 笑 中  泪 传播   正 量  什 恶俗  人体 宴 都 上  还 什 不 演  小品 喜欢 电影 失,0
整体 水准 言 尚 不 铁拳   铁拳  长评 移 都 不  改笑点 旧  小品 似 片段 笑点 都   沈 主  麻花  撑 盘散沙  资  戏谑  讽刺  闪光  点 惜 仅仅  闪 果  意     惜,0
恶俗 典型   恶俗  幽默,0
沈 堕落  然    没 高端 ,0
看 沈  马丽 单飞 后  电影 真 不 样 事 缺少 内涵 搞笑 套路 无 新意 不 铁拳,0
 人 普遍 解决  温饱 问题  还 穿 开裆裤 挖 野菜 理  人  审美 力 上去  社会 整体  修养 上去  观影   口味 上去   还 会 看 类 片子 时候 不 抱怨 制片方   金钱 主义 再 低俗 只  票房   关键 还 国人  审美 水平 问题 方 逐利 无 下限 方 傻乐 无 底线 中国  电影 市场  好 才 怪 ,0
行  开心 麻花   正式  电影界 拉 黑  造成  厌恶 程度 不亚 缝纫机 乐队 前 部 商业 上 成功 造成  夜郎大 实际上  创作 乞讨 姿态  肚里 无货  原形毕露 吃 相 尤 难看 部  台前  幕后  主题  内容  计划  手段  初衷  目标 都 急不耐  亿 看齐  影片    点 骨气 ,0
